sample_id,brand,panel,thickness_um,thickness_mils,oem_range_um,label
V0156-trunk,Subaru,trunk,226.5,8.92,88-112,respray
V0156-door_front_left,Subaru,door_front_left,109.3,4.3,88-112,factory_normal
V0156-door_front_right,Subaru,door_front_right,111.6,4.39,88-112,factory_normal
V0156-door_rear_left,Subaru,door_rear_left,104.6,4.12,88-112,factory_normal
V0156-door_rear_right,Subaru,door_rear_right,113.6,4.47,88-112,factory_normal
V0156-fender_left,Subaru,fender_left,107.8,4.24,88-112,factory_normal
V0156-fender_right,Subaru,fender_right,111.5,4.39,88-112,factory_normal
V0156-quarter_left,Subaru,quarter_left,109.6,4.31,88-112,factory_normal
V0156-quarter_right,Subaru,quarter_right,120.6,4.75,88-112,factory_normal
V0156-bumper_front,Subaru,bumper_front,123.5,4.86,88-112,factory_normal
V0156-bumper_rear,Subaru,bumper_rear,118.9,4.68,88-112,factory_normal
V0156-door_jamb_left,Subaru,door_jamb_left,182.7,7.19,88-112,respray
V0156-door_jamb_right,Subaru,door_jamb_right,116.8,4.6,88-112,factory_normal
V0157-hood,Subaru,hood,114.4,4.5,88-112,factory_normal
V0157-roof,Subaru,roof,102.9,4.05,88-112,factory_normal
V0157-trunk,Subaru,trunk,108.3,4.26,88-112,factory_normal
V0157-door_front_left,Subaru,door_front_left,102.4,4.03,88-112,factory_normal
V0157-door_front_right,Subaru,door_front_right,105.9,4.17,88-112,factory_normal
V0157-door_rear_left,Subaru,door_rear_left,110.9,4.37,88-112,factory_normal
V0157-door_rear_right,Subaru,door_rear_right,107.6,4.24,88-112,factory_normal
V0157-fender_left,Subaru,fender_left,100.0,3.94,88-112,factory_normal
V0157-fender_right,Subaru,fender_right,100.5,3.96,88-112,factory_normal
V0157-quarter_left,Subaru,quarter_left,100.2,3.94,88-112,factory_normal
V0157-quarter_right,Subaru,quarter_right,109.5,4.31,88-112,factory_normal
V0157-bumper_front,Subaru,bumper_front,110.0,4.33,88-112,factory_normal
V0157-bumper_rear,Subaru,bumper_rear,118.9,4.68,88-112,factory_normal
V0157-door_jamb_left,Subaru,door_jamb_left,110.4,4.35,88-112,factory_normal
V0157-door_jamb_right,Subaru,door_jamb_right,108.7,4.28,88-112,factory_normal
V0158-hood,Subaru,hood,103.0,4.06,88-112,factory_normal
V0158-roof,Subaru,roof,89.3,3.52,88-112,thin_caution
V0158-trunk,Subaru,trunk,98.8,3.89,88-112,factory_normal
V0158-door_front_left,Subaru,door_front_left,105.6,4.16,88-112,factory_normal
V0158-door_front_right,Subaru,door_front_right,100.1,3.94,88-112,factory_normal
V0158-door_rear_left,Subaru,door_rear_left,97.5,3.84,88-112,factory_normal
V0158-door_rear_right,Subaru,door_rear_right,104.4,4.11,88-112,factory_normal
V0158-fender_left,Subaru,fender_left,104.8,4.13,88-112,factory_normal
V0158-fender_right,Subaru,fender_right,106.5,4.19,88-112,factory_normal
V0158-quarter_left,Subaru,quarter_left,104.3,4.11,88-112,factory_normal
V0158-quarter_right,Subaru,quarter_right,105.4,4.15,88-112,factory_normal
V0158-bumper_front,Subaru,bumper_front,102.1,4.02,88-112,factory_normal
V0158-bumper_rear,Subaru,bumper_rear,106.5,4.19,88-112,factory_normal
V0158-door_jamb_left,Subaru,door_jamb_left,100.7,3.96,88-112,factory_normal
V0158-door_jamb_right,Subaru,door_jamb_right,104.3,4.11,88-112,factory_normal
V0159-hood,Subaru,hood,247.5,9.74,88-112,respray
V0159-roof,Subaru,roof,99.6,3.92,88-112,factory_normal
V0159-trunk,Subaru,trunk,93.0,3.66,88-112,factory_normal
V0159-door_front_left,Subaru,door_front_left,252.3,9.93,88-112,repair_or_filler
V0159-door_front_right,Subaru,door_front_right,92.9,3.66,88-112,factory_normal
V0159-door_rear_left,Subaru,door_rear_left,100.8,3.97,88-112,factory_normal
V0159-door_rear_right,Subaru,door_rear_right,97.3,3.83,88-112,factory_normal
V0159-fender_left,Subaru,fender_left,192.0,7.56,88-112,respray
V0159-fender_right,Subaru,fender_right,95.0,3.74,88-112,factory_normal
V0159-quarter_left,Subaru,quarter_left,102.4,4.03,88-112,factory_normal
V0159-quarter_right,Subaru,quarter_right,93.3,3.67,88-112,factory_normal
V0159-bumper_front,Subaru,bumper_front,108.9,4.29,88-112,factory_normal
V0159-bumper_rear,Subaru,bumper_rear,104.3,4.11,88-112,factory_normal
V0159-door_jamb_left,Subaru,door_jamb_left,94.2,3.71,88-112,factory_normal
V0159-door_jamb_right,Subaru,door_jamb_right,96.1,3.78,88-112,factory_normal
V0160-hood,Hyundai,hood,114.7,4.52,92-116,factory_normal
V0160-roof,Hyundai,roof,112.9,4.44,92-116,factory_normal
V0160-trunk,Hyundai,trunk,106.5,4.19,92-116,factory_normal
V0160-door_front_left,Hyundai,door_front_left,109.9,4.33,92-116,factory_normal
V0160-door_front_right,Hyundai,door_front_right,122.3,4.81,92-116,factory_normal
V0160-door_rear_left,Hyundai,door_rear_left,116.4,4.58,92-116,factory_normal
V0160-door_rear_right,Hyundai,door_rear_right,107.8,4.24,92-116,factory_normal
V0160-fender_left,Hyundai,fender_left,106.8,4.2,92-116,factory_normal
V0160-fender_right,Hyundai,fender_right,113.9,4.48,92-116,factory_normal
V0160-quarter_left,Hyundai,quarter_left,122.3,4.81,92-116,factory_normal
V0160-quarter_right,Hyundai,quarter_right,113.5,4.47,92-116,factory_normal
V0160-bumper_front,Hyundai,bumper_front,125.6,4.94,92-116,factory_normal
V0160-bumper_rear,Hyundai,bumper_rear,132.8,5.23,92-116,factory_normal
V0160-door_jamb_left,Hyundai,door_jamb_left,112.0,4.41,92-116,factory_normal
V0160-door_jamb_right,Hyundai,door_jamb_right,115.0,4.53,92-116,factory_normal
V0161-hood,Hyundai,hood,104.7,4.12,92-116,factory_normal
V0161-roof,Hyundai,roof,107.5,4.23,92-116,factory_normal
V0161-trunk,Hyundai,trunk,104.1,4.1,92-116,factory_normal
V0161-door_front_left,Hyundai,door_front_left,102.2,4.02,92-116,factory_normal
V0161-door_front_right,Hyundai,door_front_right,113.5,4.47,92-116,factory_normal
V0161-door_rear_left,Hyundai,door_rear_left,110.7,4.36,92-116,factory_normal
V0161-door_rear_right,Hyundai,door_rear_right,101.7,4.0,92-116,factory_normal
V0161-fender_left,Hyundai,fender_left,108.3,4.26,92-116,factory_normal
V0161-fender_right,Hyundai,fender_right,101.7,4.0,92-116,factory_normal
V0161-quarter_left,Hyundai,quarter_left,99.5,3.92,92-116,factory_normal
V0161-quarter_right,Hyundai,quarter_right,110.6,4.35,92-116,factory_normal
V0161-bumper_front,Hyundai,bumper_front,96.7,3.81,92-116,factory_normal
V0161-bumper_rear,Hyundai,bumper_rear,260.9,10.27,92-116,repair_or_filler
V0161-door_jamb_left,Hyundai,door_jamb_left,101.7,4.0,92-116,factory_normal
V0161-door_jamb_right,Hyundai,door_jamb_right,104.9,4.13,92-116,factory_normal
V0162-hood,Hyundai,hood,106.3,4.19,92-116,factory_normal
V0162-roof,Hyundai,roof,101.5,4.0,92-116,factory_normal
V0162-trunk,Hyundai,trunk,92.0,3.62,92-116,factory_normal
V0162-door_front_left,Hyundai,door_front_left,100.4,3.95,92-116,factory_normal
V0162-door_front_right,Hyundai,door_front_right,102.2,4.02,92-116,factory_normal
V0162-door_rear_left,Hyundai,door_rear_left,101.6,4.0,92-116,factory_normal
V0162-door_rear_right,Hyundai,door_rear_right,101.9,4.01,92-116,factory_normal
V0162-fender_left,Hyundai,fender_left,99.7,3.93,92-116,factory_normal
V0162-fender_right,Hyundai,fender_right,97.6,3.84,92-116,factory_normal
V0162-quarter_left,Hyundai,quarter_left,94.9,3.74,92-116,factory_normal
V0162-quarter_right,Hyundai,quarter_right,88.4,3.48,92-116,thin_caution
V0162-bumper_front,Hyundai,bumper_front,128.2,5.05,92-116,factory_normal
V0162-bumper_rear,Hyundai,bumper_rear,107.6,4.24,92-116,factory_normal
V0162-door_jamb_left,Hyundai,door_jamb_left,97.7,3.85,92-116,factory_normal
V0162-door_jamb_right,Hyundai,door_jamb_right,98.9,3.89,92-116,factory_normal
V0163-hood,Hyundai,hood,95.5,3.76,92-116,factory_normal
V0163-roof,Hyundai,roof,101.7,4.0,92-116,factory_normal
V0163-trunk,Hyundai,trunk,96.6,3.8,92-116,factory_normal
V0163-door_front_left,Hyundai,door_front_left,97.9,3.85,92-116,factory_normal
V0163-door_front_right,Hyundai,door_front_right,100.4,3.95,92-116,factory_normal
V0163-door_rear_left,Hyundai,door_rear_left,107.4,4.23,92-116,factory_normal
V0163-door_rear_right,Hyundai,door_rear_right,109.6,4.31,92-116,factory_normal
V0163-fender_left,Hyundai,fender_left,102.9,4.05,92-116,factory_normal
V0163-fender_right,Hyundai,fender_right,98.8,3.89,92-116,factory_normal
V0163-quarter_left,Hyundai,quarter_left,113.1,4.45,92-116,factory_normal
V0163-quarter_right,Hyundai,quarter_right,98.5,3.88,92-116,factory_normal
V0163-bumper_front,Hyundai,bumper_front,91.9,3.62,92-116,factory_normal
V0163-bumper_rear,Hyundai,bumper_rear,114.3,4.5,92-116,factory_normal
V0163-door_jamb_left,Hyundai,door_jamb_left,100.8,3.97,92-116,factory_normal
V0163-door_jamb_right,Hyundai,door_jamb_right,103.1,4.06,92-116,factory_normal
V0164-hood,Hyundai,hood,113.7,4.48,92-116,factory_normal
V0164-roof,Hyundai,roof,110.3,4.34,92-116,factory_normal
V0164-trunk,Hyundai,trunk,106.2,4.18,92-116,factory_normal
V0164-door_front_left,Hyundai,door_front_left,109.6,4.31,92-116,factory_normal
V0164-door_front_right,Hyundai,door_front_right,102.6,4.04,92-116,factory_normal
V0164-door_rear_left,Hyundai,door_rear_left,103.5,4.07,92-116,factory_normal
V0164-door_rear_right,Hyundai,door_rear_right,104.1,4.1,92-116,factory_normal
V0164-fender_left,Hyundai,fender_left,97.1,3.82,92-116,factory_normal
V0164-fender_right,Hyundai,fender_right,110.7,4.36,92-116,factory_normal
V0164-quarter_left,Hyundai,quarter_left,112.4,4.43,92-116,factory_normal
V0164-quarter_right,Hyundai,quarter_right,102.9,4.05,92-116,factory_normal
V0164-bumper_front,Hyundai,bumper_front,126.7,4.99,92-116,factory_normal
V0164-bumper_rear,Hyundai,bumper_rear,112.4,4.43,92-116,factory_normal
V0164-door_jamb_left,Hyundai,door_jamb_left,112.5,4.43,92-116,factory_normal
V0164-door_jamb_right,Hyundai,door_jamb_right,106.5,4.19,92-116,factory_normal
V0165-hood,Hyundai,hood,118.6,4.67,92-116,factory_normal
V0165-roof,Hyundai,roof,115.6,4.55,92-116,factory_normal
V0165-trunk,Hyundai,trunk,116.1,4.57,92-116,factory_normal
V0165-door_front_left,Hyundai,door_front_left,118.4,4.66,92-116,factory_normal
V0165-door_front_right,Hyundai,door_front_right,109.2,4.3,92-116,factory_normal
V0165-door_rear_left,Hyundai,door_rear_left,111.8,4.4,92-116,factory_normal
V0165-door_rear_right,Hyundai,door_rear_right,111.6,4.39,92-116,factory_normal
V0165-fender_left,Hyundai,fender_left,106.0,4.17,92-116,factory_normal
V0165-fender_right,Hyundai,fender_right,111.1,4.37,92-116,factory_normal
V0165-quarter_left,Hyundai,quarter_left,119.1,4.69,92-116,factory_normal
V0165-quarter_right,Hyundai,quarter_right,113.6,4.47,92-116,factory_normal
V0165-bumper_front,Hyundai,bumper_front,111.0,4.37,92-116,factory_normal
V0165-bumper_rear,Hyundai,bumper_rear,97.9,3.85,92-116,factory_normal
V0165-door_jamb_left,Hyundai,door_jamb_left,116.7,4.59,92-116,factory_normal
V0165-door_jamb_right,Hyundai,door_jamb_right,111.3,4.38,92-116,factory_normal
V0166-hood,Hyundai,hood,115.7,4.56,92-116,factory_normal
V0166-roof,Hyundai,roof,122.5,4.82,92-116,factory_normal
V0166-trunk,Hyundai,trunk,116.7,4.59,92-116,factory_normal
V0166-door_front_left,Hyundai,door_front_left,119.7,4.71,92-116,factory_normal
V0166-door_front_right,Hyundai,door_front_right,119.0,4.69,92-116,factory_normal
V0166-door_rear_left,Hyundai,door_rear_left,118.5,4.67,92-116,factory_normal
V0166-door_rear_right,Hyundai,door_rear_right,117.1,4.61,92-116,factory_normal
V0166-fender_left,Hyundai,fender_left,114.2,4.5,92-116,factory_normal
V0166-fender_right,Hyundai,fender_right,125.0,4.92,92-116,factory_normal
V0166-quarter_left,Hyundai,quarter_left,110.9,4.37,92-116,factory_normal
V0166-quarter_right,Hyundai,quarter_right,115.4,4.54,92-116,factory_normal
V0166-bumper_front,Hyundai,bumper_front,107.7,4.24,92-116,factory_normal
V0166-bumper_rear,Hyundai,bumper_rear,125.5,4.94,92-116,factory_normal
V0166-door_jamb_left,Hyundai,door_jamb_left,112.1,4.41,92-116,factory_normal
V0166-door_jamb_right,Hyundai,door_jamb_right,110.2,4.34,92-116,factory_normal
V0167-hood,Hyundai,hood,100.7,3.96,92-116,factory_normal
V0167-roof,Hyundai,roof,100.9,3.97,92-116,factory_normal
V0167-trunk,Hyundai,trunk,101.1,3.98,92-116,factory_normal
V0167-door_front_left,Hyundai,door_front_left,88.6,3.49,92-116,thin_caution
V0167-door_front_right,Hyundai,door_front_right,91.5,3.6,92-116,factory_normal
V0167-door_rear_left,Hyundai,door_rear_left,108.1,4.26,92-116,factory_normal
V0167-door_rear_right,Hyundai,door_rear_right,93.0,3.66,92-116,factory_normal
V0167-fender_left,Hyundai,fender_left,101.3,3.99,92-116,factory_normal
V0167-fender_right,Hyundai,fender_right,94.8,3.73,92-116,factory_normal
V0167-quarter_left,Hyundai,quarter_left,98.7,3.89,92-116,factory_normal
V0167-quarter_right,Hyundai,quarter_right,95.1,3.74,92-116,factory_normal
V0167-bumper_front,Hyundai,bumper_front,97.0,3.82,92-116,factory_normal
V0167-bumper_rear,Hyundai,bumper_rear,111.2,4.38,92-116,factory_normal
V0167-door_jamb_left,Hyundai,door_jamb_left,106.2,4.18,92-116,factory_normal
V0167-door_jamb_right,Hyundai,door_jamb_right,102.3,4.03,92-116,factory_normal
V0168-hood,Hyundai,hood,93.5,3.68,92-116,factory_normal
V0168-roof,Hyundai,roof,84.2,3.31,92-116,thin_caution
V0168-trunk,Hyundai,trunk,87.3,3.44,92-116,thin_caution
V0168-door_front_left,Hyundai,door_front_left,100.3,3.95,92-116,factory_normal
V0168-door_front_right,Hyundai,door_front_right,89.9,3.54,92-116,thin_caution
V0168-door_rear_left,Hyundai,door_rear_left,90.4,3.56,92-116,factory_normal
V0168-door_rear_right,Hyundai,door_rear_right,93.0,3.66,92-116,factory_normal
V0168-fender_left,Hyundai,fender_left,88.6,3.49,92-116,thin_caution
V0168-fender_right,Hyundai,fender_right,213.1,8.39,92-116,respray
V0168-quarter_left,Hyundai,quarter_left,93.6,3.69,92-116,factory_normal
V0168-quarter_right,Hyundai,quarter_right,89.4,3.52,92-116,thin_caution
V0168-bumper_front,Hyundai,bumper_front,95.4,3.76,92-116,factory_normal
V0168-bumper_rear,Hyundai,bumper_rear,102.7,4.04,92-116,factory_normal
V0168-door_jamb_left,Hyundai,door_jamb_left,95.9,3.78,92-116,factory_normal
V0168-door_jamb_right,Hyundai,door_jamb_right,93.4,3.68,92-116,factory_normal
V0169-hood,Hyundai,hood,88.5,3.48,92-116,thin_caution
V0169-roof,Hyundai,roof,88.1,3.47,92-116,thin_caution
V0169-trunk,Hyundai,trunk,96.2,3.79,92-116,factory_normal
V0169-door_front_left,Hyundai,door_front_left,94.6,3.72,92-116,factory_normal
V0169-door_front_right,Hyundai,door_front_right,94.7,3.73,92-116,factory_normal
V0169-door_rear_left,Hyundai,door_rear_left,93.8,3.69,92-116,factory_normal
V0169-door_rear_right,Hyundai,door_rear_right,92.6,3.65,92-116,factory_normal
V0169-fender_left,Hyundai,fender_left,95.9,3.78,92-116,factory_normal
V0169-fender_right,Hyundai,fender_right,97.0,3.82,92-116,factory_normal
V0169-quarter_left,Hyundai,quarter_left,96.9,3.81,92-116,factory_normal
V0169-quarter_right,Hyundai,quarter_right,91.9,3.62,92-116,factory_normal
V0169-bumper_front,Hyundai,bumper_front,100.0,3.94,92-116,factory_normal
V0169-bumper_rear,Hyundai,bumper_rear,108.5,4.27,92-116,factory_normal
V0169-door_jamb_left,Hyundai,door_jamb_left,100.9,3.97,92-116,factory_normal
V0169-door_jamb_right,Hyundai,door_jamb_right,91.2,3.59,92-116,factory_normal
V0170-hood,Hyundai,hood,104.8,4.13,92-116,factory_normal
V0170-roof,Hyundai,roof,104.6,4.12,92-116,factory_normal
V0170-trunk,Hyundai,trunk,114.8,4.52,92-116,factory_normal
V0170-door_front_left,Hyundai,door_front_left,103.7,4.08,92-116,factory_normal
V0170-door_front_right,Hyundai,door_front_right,229.0,9.02,92-116,respray
V0170-door_rear_left,Hyundai,door_rear_left,99.1,3.9,92-116,factory_normal
V0170-door_rear_right,Hyundai,door_rear_right,228.5,9.0,92-116,respray
V0170-fender_left,Hyundai,fender_left,98.5,3.88,92-116,factory_normal
V0170-fender_right,Hyundai,fender_right,110.2,4.34,92-116,factory_normal
V0170-quarter_left,Hyundai,quarter_left,121.1,4.77,92-116,factory_normal
V0170-quarter_right,Hyundai,quarter_right,226.0,8.9,92-116,respray
V0170-bumper_front,Hyundai,bumper_front,105.3,4.15,92-116,factory_normal
V0170-bumper_rear,Hyundai,bumper_rear,106.8,4.2,92-116,factory_normal
V0170-door_jamb_left,Hyundai,door_jamb_left,108.3,4.26,92-116,factory_normal
V0170-door_jamb_right,Hyundai,door_jamb_right,101.7,4.0,92-116,factory_normal
V0171-hood,Hyundai,hood,102.6,4.04,92-116,factory_normal
V0171-roof,Hyundai,roof,100.3,3.95,92-116,factory_normal
V0171-trunk,Hyundai,trunk,101.8,4.01,92-116,factory_normal
V0171-door_front_left,Hyundai,door_front_left,98.5,3.88,92-116,factory_normal
V0171-door_front_right,Hyundai,door_front_right,104.6,4.12,92-116,factory_normal
V0171-door_rear_left,Hyundai,door_rear_left,103.4,4.07,92-116,factory_normal
V0171-door_rear_right,Hyundai,door_rear_right,101.0,3.98,92-116,factory_normal
V0171-fender_left,Hyundai,fender_left,103.4,4.07,92-116,factory_normal
V0171-fender_right,Hyundai,fender_right,102.6,4.04,92-116,factory_normal
V0171-quarter_left,Hyundai,quarter_left,96.6,3.8,92-116,factory_normal
V0171-quarter_right,Hyundai,quarter_right,92.1,3.63,92-116,factory_normal
V0171-bumper_front,Hyundai,bumper_front,113.5,4.47,92-116,factory_normal
V0171-bumper_rear,Hyundai,bumper_rear,108.8,4.28,92-116,factory_normal
V0171-door_jamb_left,Hyundai,door_jamb_left,93.1,3.67,92-116,factory_normal
V0171-door_jamb_right,Hyundai,door_jamb_right,99.9,3.93,92-116,factory_normal
V0172-hood,Hyundai,hood,96.2,3.79,92-116,factory_normal
V0172-roof,Hyundai,roof,107.7,4.24,92-116,factory_normal
V0172-trunk,Hyundai,trunk,110.0,4.33,92-116,factory_normal
V0172-door_front_left,Hyundai,door_front_left,94.8,3.73,92-116,factory_normal
V0172-door_front_right,Hyundai,door_front_right,99.2,3.91,92-116,factory_normal
V0172-door_rear_left,Hyundai,door_rear_left,101.1,3.98,92-116,factory_normal
V0172-door_rear_right,Hyundai,door_rear_right,109.8,4.32,92-116,factory_normal
V0172-fender_left,Hyundai,fender_left,98.4,3.87,92-116,factory_normal
V0172-fender_right,Hyundai,fender_right,98.5,3.88,92-116,factory_normal
V0172-quarter_left,Hyundai,quarter_left,108.6,4.28,92-116,factory_normal
V0172-quarter_right,Hyundai,quarter_right,99.0,3.9,92-116,factory_normal
V0172-bumper_front,Hyundai,bumper_front,120.9,4.76,92-116,factory_normal
V0172-bumper_rear,Hyundai,bumper_rear,101.0,3.98,92-116,factory_normal
V0172-door_jamb_left,Hyundai,door_jamb_left,99.9,3.93,92-116,factory_normal
V0172-door_jamb_right,Hyundai,door_jamb_right,98.6,3.88,92-116,factory_normal
V0173-hood,Kia,hood,109.5,4.31,92-116,factory_normal
V0173-roof,Kia,roof,91.4,3.6,92-116,factory_normal
V0173-trunk,Kia,trunk,100.4,3.95,92-116,factory_normal
V0173-door_front_left,Kia,door_front_left,105.4,4.15,92-116,factory_normal
V0173-door_front_right,Kia,door_front_right,104.1,4.1,92-116,factory_normal
V0173-door_rear_left,Kia,door_rear_left,106.6,4.2,92-116,factory_normal
V0173-door_rear_right,Kia,door_rear_right,105.9,4.17,92-116,factory_normal
V0173-fender_left,Kia,fender_left,103.0,4.06,92-116,factory_normal
V0173-fender_right,Kia,fender_right,101.9,4.01,92-116,factory_normal
V0173-quarter_left,Kia,quarter_left,103.3,4.07,92-116,factory_normal
V0173-quarter_right,Kia,quarter_right,110.3,4.34,92-116,factory_normal
V0173-bumper_front,Kia,bumper_front,118.5,4.67,92-116,factory_normal
V0173-bumper_rear,Kia,bumper_rear,124.6,4.91,92-116,factory_normal
V0173-door_jamb_left,Kia,door_jamb_left,104.4,4.11,92-116,factory_normal
V0173-door_jamb_right,Kia,door_jamb_right,103.9,4.09,92-116,factory_normal
V0174-hood,Kia,hood,98.0,3.86,92-116,factory_normal
V0174-roof,Kia,roof,103.6,4.08,92-116,factory_normal
V0174-trunk,Kia,trunk,100.5,3.96,92-116,factory_normal
V0174-door_front_left,Kia,door_front_left,100.5,3.96,92-116,factory_normal
V0174-door_front_right,Kia,door_front_right,93.7,3.69,92-116,factory_normal
V0174-door_rear_left,Kia,door_rear_left,94.5,3.72,92-116,factory_normal
V0174-door_rear_right,Kia,door_rear_right,110.0,4.33,92-116,factory_normal
V0174-fender_left,Kia,fender_left,98.4,3.87,92-116,factory_normal
